5.98,11.6,-5.62,-2.38,0.1,0.2,0.96,1.86,7.1,9.49,-2.39,-2.61,0.12,0.16,1.16,1.54,1
13.94,5.4,8.54,-1.54,0.14,0.05,2.24,0.87,12.31,11.19,1.12,1.88,0.16,0.14,1.98,1.8,3
11.59,11.11,0.48,-4.48,0.15,0.14,1.84,1.76,8.94,14,-5.06,-0.94,0.14,0.22,1.43,2.25,2
13.9,12.57,1.33,-1.33,0.15,0.14,2.19,1.98,8.15,10.09,-1.94,1.94,0.16,0.2,1.31,1.63,3
11.98,8.84,3.14,-2.14,0.14,0.1,1.94,1.43,6.64,7.39,-0.75,-2.25,0.1,0.11,1.07,1.2,1
8.76,11.28,-2.52,3.52,0.16,0.21,1.21,1.56,9.83,11.73,-1.9,-4.1,0.12,0.14,1.38,1.64,1
6.9,10.63,-3.73,-5.27,0.1,0.15,0.96,1.48,15.09,13.18,1.91,-2.91,0.14,0.12,2.05,1.79,3
9.39,14.25,-4.86,-1.14,0.12,0.18,1.29,1.96,7.1,12.36,-5.26,-0.74,0.1,0.17,0.97,1.7,2
11.88,12.79,-0.91,1.91,0.12,0.13,1.64,1.76,15.22,9.1,6.12,0.88,0.15,0.09,2.12,1.27,2
7.86,10.61,-2.75,-4.25,0.12,0.16,1.09,1.47,14.34,8.01,6.33,8.67,0.16,0.09,2.01,1.12,3
9.37,9.11,0.26,-1.26,0.11,0.11,1.29,1.25,15.13,5.98,9.15,-5.15,0.13,0.05,2.09,0.83,3
9.51,10.3,-0.79,-3.21,0.1,0.11,1.31,1.42,10.22,8.41,1.81,3.19,0.12,0.1,1.4,1.15,3
10.05,12.25,-2.2,7.2,0.16,0.19,1.38,1.68,11.84,11.56,0.28,-4.28,0.14,0.14,1.62,1.58,2
12.89,12.38,0.51,5.49,0.15,0.14,1.79,1.72,6.95,8.4,-1.45,1.45,0.08,0.09,0.96,1.16,1
12.14,12.73,-0.59,-3.41,0.13,0.14,1.45,1.53,15.55,13.24,2.31,7.69,0.15,0.13,1.89,1.61,1
7.81,11.06,-3.25,-0.75,0.08,0.11,0.95,1.34,18.07,6.89,11.18,-5.18,0.14,0.05,2.19,0.83,3
15.36,8.93,6.43,12.57,0.15,0.09,1.89,1.1,11.22,12.55,-1.33,6.33,0.15,0.16,1.35,1.51,2
10.58,15.7,-5.12,-6.88,0.12,0.17,1.3,1.93,10.28,12.05,-1.77,-1.23,0.11,0.13,1.24,1.45,3
7.63,14.78,-7.15,1.15,0.09,0.18,0.91,1.77,12.13,13.64,-1.51,2.51,0.11,0.13,1.45,1.63,3
17.53,14.48,3.05,-2.05,0.14,0.11,2.07,1.71,8.78,11.63,-2.85,-8.15,0.11,0.15,1.07,1.42,1
8.2,13.07,-4.87,-6.13,0.11,0.17,0.99,1.58,12.73,12.03,0.7,6.3,0.17,0.16,1.54,1.46,2
16.07,9.35,6.72,0.28,0.14,0.08,1.94,1.13,10.69,10.76,-0.07,-5.93,0.1,0.1,1.3,1.31,2
10.68,9.59,1.09,5.91,0.11,0.1,1.29,1.16,11.81,14.78,-2.97,-3.03,0.12,0.15,1.42,1.78,3
9.14,14.98,-5.84,-9.16,0.11,0.17,0.99,1.63,13.59,13.19,0.4,6.6,0.17,0.16,1.47,1.42,3
15.24,17.06,-1.82,-0.18,0.13,0.15,1.64,1.83,20.88,14.84,6.04,-1.04,0.14,0.1,2.2,1.57,3
19.81,7.37,12.44,-5.44,0.14,0.05,2.13,0.79,13.59,13.88,-0.29,-1.71,0.13,0.13,1.45,1.48,2
13.87,14.72,-0.85,2.85,0.12,0.13,1.48,1.57,9.36,13.93,-4.57,-6.43,0.11,0.16,1.01,1.5,2
11.5,11.43,0.07,-6.07,0.11,0.1,1.24,1.23,8.71,16.52,-7.81,0.81,0.09,0.17,0.93,1.76,1
11.91,12.47,-0.56,0.56,0.11,0.12,1.28,1.34,19.45,10.62,8.83,10.17,0.17,0.09,2.12,1.16,3
12.91,16.64,-3.73,8.73,0.15,0.19,1.38,1.78,16.74,10.16,6.58,0.42,0.13,0.08,1.8,1.09,3
16.7,14.69,2.01,5.99,0.15,0.13,1.8,1.58,11,17.33,-6.33,-8.67,0.11,0.18,1.2,1.9,1
8.29,12.8,-4.51,-0.49,0.08,0.12,0.89,1.38,12.96,13.02,-0.06,3.06,0.12,0.12,1.39,1.4,1
9.99,19.23,-9.24,0.24,0.09,0.17,0.96,1.85,12.42,14.24,-1.82,0.82,0.11,0.12,1.21,1.38,1
10.69,15.81,-5.12,-5.88,0.11,0.16,1.04,1.53,10.48,18.43,-7.95,-10.05,0.11,0.19,1.02,1.8,3
22.88,16.63,6.25,1.75,0.14,0.1,2.18,1.59,15.75,16.05,-0.3,2.3,0.12,0.12,1.51,1.54,1
11.6,20.48,-8.88,-9.12,0.11,0.19,1.14,2.02,14.65,20.71,-6.06,8.06,0.15,0.21,1.42,2,1
14.04,16.06,-2.02,0.02,0.12,0.14,1.34,1.54,9.01,13.85,-4.84,0.84,0.07,0.11,0.87,1.34,3
14.01,13.74,0.27,1.73,0.11,0.11,1.36,1.33,19.85,15.29,4.56,6.44,0.15,0.12,1.93,1.49,3
21.22,11.13,10.09,9.91,0.16,0.09,2.09,1.1,21.99,7.82,14.17,-7.17,0.13,0.05,2.12,0.75,1
20.81,11.9,8.91,1.09,0.13,0.08,2.02,1.15,17.03,19.06,-2.03,-2.97,0.13,0.14,1.65,1.85,1
17.04,14.53,2.51,7.49,0.18,0.15,1.66,1.41,14.21,12.71,1.5,-5.5,0.11,0.1,1.38,1.23,1
17.4,21,-3.6,-4.4,0.13,0.15,1.54,1.86,11.61,18.78,-7.17,-8.83,0.11,0.17,1.03,1.67,1
9.58,15.67,-6.09,4.09,0.07,0.12,0.85,1.39,23.33,13.68,9.65,11.35,0.17,0.1,2.09,1.23,3
16.96,18.57,-1.61,2.61,0.11,0.12,1.48,1.62,18.78,14.86,3.92,9.08,0.18,0.14,1.66,1.32,3
24.54,9.93,14.61,-8.61,0.14,0.06,2.16,0.87,14.62,21.28,-6.66,-8.34,0.11,0.16,1.31,1.9,2
15.45,23.73,-8.28,7.28,0.14,0.22,1.36,2.09,25.4,17.84,7.56,1.44,0.14,0.1,2.2,1.55,2
14.95,16.27,-1.32,-0.68,0.11,0.12,1.32,1.43,22.75,12.27,10.48,2.52,0.14,0.07,2.01,1.08,1
14.54,14.45,0.09,-7.09,0.11,0.11,1.29,1.28,11.04,16.94,-5.9,-7.1,0.1,0.16,0.98,1.5,1
15.86,16.63,-0.77,-3.23,0.12,0.13,1.38,1.45,15.48,15.41,0.07,-0.07,0.11,0.11,1.37,1.36,2
21.52,16.76,4.76,8.24,0.15,0.12,1.9,1.48,12.02,21.76,-9.74,1.74,0.1,0.17,1.05,1.9,1
16.16,23.55,-7.39,-7.61,0.12,0.17,1.32,1.93,10.63,17.54,-6.91,3.91,0.07,0.12,0.86,1.42,3
25.2,14.73,10.47,11.53,0.17,0.1,2.06,1.21,18.26,18.83,-0.57,-3.43,0.12,0.13,1.46,1.5,1
12.62,23.77,-11.15,0.15,0.1,0.18,1.01,1.91,18.93,25.27,-6.34,5.34,0.15,0.2,1.53,2.04,3
12.25,21.43,-9.18,-8.82,0.1,0.18,1,1.75,18.83,22.33,-3.5,2.5,0.11,0.13,1.5,1.78,1
17.68,17.81,-0.13,0.13,0.11,0.11,1.43,1.44,26.81,11.47,15.34,-9.34,0.14,0.06,2.16,0.93,3
26.94,21.32,5.62,3.38,0.14,0.11,2.15,1.7,18.03,17.7,0.33,-4.33,0.12,0.12,1.46,1.43,2
23.54,13.73,9.81,2.19,0.13,0.08,1.91,1.11,23.53,17.36,6.17,9.83,0.15,0.11,1.91,1.41,1
22.54,16.73,5.81,9.19,0.19,0.14,1.83,1.36,16.41,17.06,-0.65,-0.35,0.12,0.12,1.33,1.38,3
14.29,20.43,-6.14,-9.86,0.12,0.17,1.15,1.65,20.05,21.64,-1.59,-4.41,0.13,0.14,1.62,1.75,2
18.37,20.79,-2.42,1.42,0.11,0.12,1.37,1.55,17.35,24.26,-6.91,-9.09,0.11,0.16,1.31,1.83,1
21.19,21.98,-0.79,-5.21,0.12,0.13,1.59,1.65,20.03,23.07,-3.04,1.04,0.1,0.12,1.48,1.7,1
29.79,12.16,17.63,-10.63,0.14,0.06,2.22,0.91,14.63,21.57,-6.94,-9.06,0.11,0.17,1.09,1.61,1
20.39,19.34,1.05,-5.05,0.13,0.12,1.52,1.44,27.64,14.83,12.81,11.19,0.17,0.09,2.09,1.12,3
18.36,21.27,-2.91,-3.09,0.12,0.14,1.36,1.57,25.97,14.26,11.71,2.29,0.14,0.08,1.95,1.07,1
17.71,18.62,-0.91,0.91,0.12,0.12,1.32,1.39,28.58,23.68,4.9,4.1,0.14,0.11,2.1,1.74,2
20.88,25.95,-5.07,6.07,0.15,0.18,1.56,1.93,24.1,18.03,6.07,7.93,0.18,0.14,1.8,1.34,1
11.34,18.73,-7.39,5.39,0.07,0.12,0.84,1.39,13.3,25.72,-12.42,-0.58,0.09,0.18,0.98,1.9,2
24.06,19.79,4.27,9.73,0.14,0.12,1.81,1.49,12.99,22.63,-9.64,-7.36,0.1,0.17,0.98,1.7,1
14.92,25.86,-10.94,-8.06,0.11,0.19,1.04,1.8,18.43,19.86,-1.43,1.43,0.12,0.12,1.27,1.37,3
20.79,25.57,-4.78,1.78,0.1,0.13,1.43,1.75,21.81,21.09,0.72,-5.72,0.13,0.13,1.51,1.46,2
18.72,27.34,-8.62,-9.38,0.11,0.17,1.31,1.91,20.66,22.46,-1.8,-1.2,0.13,0.14,1.42,1.54,1
14.91,27.82,-12.91,-0.09,0.1,0.18,1.02,1.9,34.08,12.45,21.63,-11.63,0.15,0.06,2.36,0.86,3
29.82,24.4,5.42,3.58,0.13,0.11,2.04,1.67,26.41,20.67,5.74,11.26,0.14,0.11,1.84,1.44,2
13.87,24.98,-11.11,-8.89,0.1,0.18,0.97,1.75,21.44,27.22,-5.78,7.78,0.15,0.19,1.48,1.88,1
29.39,16.25,13.14,11.86,0.17,0.1,2.06,1.14,21.45,22.16,-0.71,1.71,0.11,0.12,1.48,1.53,1
27.16,16.56,10.6,0.4,0.13,0.08,1.89,1.15,13.44,20.34,-6.9,4.9,0.07,0.11,0.92,1.4,1
25.37,18.59,6.78,6.22,0.17,0.13,1.76,1.29,23.69,22.74,0.95,-5.95,0.12,0.12,1.65,1.58,1
26.97,23.3,3.67,13.33,0.14,0.12,1.76,1.52,15.4,26.74,-11.34,-9.66,0.11,0.19,1,1.74,1
20.83,27.96,-7.13,-8.87,0.11,0.15,1.36,1.82,31.72,16.65,15.07,10.93,0.17,0.09,2.08,1.09,1
22.76,28.14,-5.38,6.38,0.14,0.18,1.47,1.82,22.3,26.03,-3.73,0.73,0.1,0.12,1.43,1.67,2
19.31,20.34,-1.03,3.03,0.11,0.12,1.25,1.31,14.79,26.3,-11.51,-7.49,0.1,0.18,0.97,1.72,1
22.27,22.6,-0.33,-4.67,0.12,0.13,1.44,1.46,25.07,26.29,-1.22,-4.78,0.12,0.13,1.62,1.7,3
14.49,23.01,-8.52,3.52,0.07,0.12,0.93,1.48,28.92,19.97,8.95,5.05,0.18,0.12,1.86,1.29,2
37.26,12.76,24.5,-10.5,0.14,0.05,2.42,0.83,29.83,17.61,12.22,1.78,0.14,0.08,1.94,1.15,1
21.28,24.57,-3.29,-1.71,0.12,0.14,1.37,1.58,15.22,31,-15.78,-1.22,0.1,0.2,0.97,1.98,2
21.85,24.49,-2.64,2.64,0.11,0.12,1.41,1.58,32.45,24.96,7.49,1.51,0.13,0.1,2.07,1.59,2
32.49,17.72,14.77,10.23,0.17,0.09,2,1.09,29.96,23.97,5.99,13.01,0.15,0.12,1.83,1.46,1
16.07,29.73,-13.66,-9.34,0.11,0.2,0.98,1.81,23.17,26.47,-3.3,-1.7,0.13,0.14,1.39,1.59,3
25.75,28.07,-2.32,-2.68,0.12,0.13,1.56,1.7,24.03,28.47,-4.44,5.44,0.13,0.16,1.46,1.72,1
17.12,32.89,-15.77,-1.23,0.1,0.19,1.03,1.97,21.9,28.73,-6.83,-8.17,0.11,0.15,1.34,1.76,3
30.76,20.2,10.56,2.44,0.14,0.09,1.88,1.24,24.49,26.83,-2.34,2.34,0.11,0.12,1.48,1.62,1
15.15,27.36,-12.21,-8.79,0.1,0.18,0.93,1.68,24.05,23.28,0.77,-6.77,0.12,0.12,1.46,1.41,3
30.55,21.39,9.16,4.84,0.17,0.12,1.85,1.29,39.85,13.69,26.16,-11.16,0.15,0.05,2.43,0.83,3
22.63,27.3,-4.67,1.67,0.1,0.12,1.36,1.64,20.37,20.7,-0.33,4.33,0.11,0.11,1.23,1.25,3
34.79,27.6,7.19,1.81,0.13,0.1,2.08,1.65,15.91,24.64,-8.73,3.73,0.08,0.12,0.96,1.49,2
37.71,28.56,9.15,-0.15,0.13,0.1,2.12,1.61,41.7,14.1,27.6,-9.6,0.15,0.05,2.39,0.81,3
28.02,29.68,-1.66,-1.34,0.12,0.13,1.6,1.69,30.82,25.43,5.39,12.61,0.15,0.12,1.77,1.46,3
30.96,23.24,7.72,3.28,0.17,0.13,1.77,1.33,23.57,27.24,-3.67,-0.33,0.12,0.14,1.34,1.54,1
23.22,29.82,-6.6,2.6,0.1,0.13,1.32,1.69,23.31,29.31,-6,-8,0.11,0.14,1.34,1.69,3
17.7,34.3,-16.6,-1.4,0.09,0.18,1,1.93,26.49,28.74,-2.25,1.25,0.11,0.12,1.51,1.64,3
16.42,28.75,-12.33,-10.67,0.1,0.17,0.94,1.65,16.87,27.56,-10.69,5.69,0.08,0.12,0.96,1.56,3
32.67,22.2,10.47,3.53,0.14,0.09,1.88,1.28,33.95,18.58,15.37,10.63,0.17,0.09,1.97,1.08,3
16.84,30.13,-13.29,-10.71,0.11,0.19,0.97,1.73,25.64,30.74,-5.1,4.1,0.13,0.16,1.46,1.75,3
25.44,24.55,0.89,-4.89,0.12,0.12,1.45,1.4,22.89,21.29,1.6,3.4,0.12,0.11,1.31,1.22,1
26.64,31.73,-5.09,6.09,0.13,0.15,1.43,1.71,27.41,25.98,1.43,-4.43,0.12,0.12,1.47,1.39,2
17.73,29.95,-12.22,8.22,0.08,0.13,0.95,1.61,17.83,31.13,-13.3,-12.7,0.1,0.18,0.97,1.69,1
34.46,19.07,15.39,11.61,0.16,0.09,1.88,1.04,17.89,36.48,-18.59,-0.41,0.09,0.18,0.95,1.94,1
31.18,26.89,4.29,14.71,0.14,0.12,1.69,1.46,23.59,30.81,-7.22,2.22,0.1,0.12,1.26,1.65,1
25,29.25,-4.25,-1.75,0.12,0.14,1.34,1.56,38.48,30.66,7.82,-0.82,0.13,0.1,2.05,1.63,3
24.32,23.26,1.06,2.94,0.12,0.11,1.31,1.25,29.48,30.04,-0.56,-3.44,0.12,0.12,1.59,1.62,3
28.67,28.93,-0.26,0.26,0.11,0.11,1.54,1.56,32.97,24.67,8.3,4.7,0.17,0.13,1.77,1.33,2
43.8,14.87,28.93,-8.93,0.15,0.05,2.37,0.81,18.81,29.61,-10.8,-13.2,0.1,0.15,1.02,1.6,1
24.3,29.68,-5.38,-7.62,0.11,0.14,1.32,1.61,33.16,22.71,10.45,2.55,0.13,0.09,1.8,1.23,3
18.26,38.58,-20.32,-2.68,0.09,0.19,0.92,1.95,34.6,22.92,11.68,5.32,0.13,0.09,1.78,1.18,3
18.19,33.71,-15.52,-11.48,0.1,0.19,0.94,1.74,31.07,30.24,0.83,-0.83,0.11,0.11,1.59,1.54,2
32.68,30.78,1.9,-2.9,0.12,0.11,1.67,1.57,47.02,15.38,31.64,-8.64,0.15,0.05,2.42,0.79,1
34.28,27.07,7.21,5.79,0.17,0.14,1.75,1.38,36.56,19.44,17.12,13.88,0.16,0.09,1.89,1.01,2
27.43,32.37,-4.94,5.94,0.13,0.15,1.4,1.65,25.06,26.46,-1.4,2.4,0.12,0.12,1.28,1.35,3
41,32.56,8.44,0.56,0.13,0.1,2.07,1.64,24.51,31.12,-6.61,-10.39,0.11,0.14,1.26,1.61,2
28.05,26.77,1.28,-4.28,0.12,0.11,1.42,1.36,33.56,27.14,6.42,14.58,0.15,0.12,1.72,1.39,3
23.84,33.19,-9.35,2.35,0.09,0.13,1.21,1.68,20.31,30.31,-10,7,0.08,0.12,1.03,1.54,1
19.32,32.83,-13.51,-13.49,0.1,0.16,0.99,1.69,26.9,31.77,-4.87,-3.13,0.12,0.14,1.36,1.61,2
20.44,33.79,-13.35,7.35,0.08,0.13,0.99,1.63,34.11,32.02,2.09,-1.09,0.12,0.11,1.65,1.55,3
38.25,20.48,17.77,13.23,0.16,0.08,1.88,1.01,42.2,33.12,9.08,-0.08,0.13,0.1,2.03,1.59,2
34.83,27.48,7.35,15.65,0.14,0.11,1.7,1.34,28.55,33.25,-4.7,4.7,0.13,0.15,1.39,1.61,3
37.21,23.02,14.19,5.81,0.13,0.08,1.82,1.13,35.32,28.76,6.56,6.44,0.17,0.14,1.71,1.39,2
29.05,32.53,-3.48,-4.52,0.12,0.13,1.4,1.57,25.94,27.58,-1.64,3.64,0.12,0.12,1.26,1.34,2
18.36,41.19,-22.83,-3.17,0.09,0.19,0.88,1.98,19.08,34.62,-15.54,-11.46,0.1,0.18,0.93,1.69,1
48.26,16.81,31.45,-10.45,0.15,0.05,2.35,0.82,28.39,28.04,0.35,-5.35,0.12,0.11,1.37,1.35,1
31.98,31.13,0.85,-0.85,0.11,0.11,1.55,1.51,27.32,33.32,-6,2,0.1,0.13,1.32,1.61,1
25.07,32.32,-7.25,-9.75,0.11,0.14,1.23,1.58,20.08,34.98,-14.9,-12.1,0.09,0.16,0.98,1.71,1
28.13,34.69,-6.56,-1.44,0.1,0.13,1.29,1.59,50.37,17.54,32.83,-9.83,0.14,0.05,2.34,0.81,3
27.76,28.68,-0.92,2.92,0.12,0.12,1.28,1.32,21.99,37.06,-15.07,5.07,0.08,0.14,1.01,1.71,1
43.78,36.12,7.66,1.34,0.13,0.11,2.01,1.65,19.86,41.89,-22.03,-1.97,0.09,0.18,0.91,1.91,1
21.01,36.33,-15.32,-14.68,0.09,0.16,0.98,1.69,38.67,23.23,15.44,4.56,0.13,0.08,1.81,1.08,3
29.12,30.15,-1.03,-5.97,0.12,0.12,1.34,1.39,30.15,34.35,-4.2,-3.8,0.12,0.13,1.38,1.57,2
30.22,34.27,-4.05,7.05,0.13,0.15,1.4,1.58,33.35,31.94,1.41,2.59,0.11,0.11,1.54,1.48,2
35.53,30.22,5.31,7.69,0.16,0.14,1.64,1.4,35.85,29.15,6.7,13.3,0.14,0.11,1.67,1.36,2
37.38,33.57,3.81,1.19,0.12,0.11,1.72,1.55,26.42,33.25,-6.83,-7.17,0.11,0.13,1.23,1.55,1
19.78,36.12,-16.34,-12.66,0.1,0.18,0.92,1.68,41.25,22.06,19.19,11.81,0.16,0.09,1.93,1.03,2
33.64,32.91,0.73,3.27,0.11,0.11,1.48,1.45,22.23,37.76,-15.53,-16.47,0.09,0.16,0.98,1.67,2
22.28,39.49,-17.21,4.21,0.08,0.14,0.98,1.74,29.74,31.17,-1.43,-5.57,0.11,0.12,1.31,1.37,1
37.03,29.99,7.04,12.96,0.14,0.11,1.64,1.33,30.19,28.97,1.22,3.78,0.12,0.11,1.33,1.27,3
52.39,17.96,34.43,-10.43,0.14,0.05,2.32,0.8,31.19,34.56,-3.37,6.37,0.13,0.14,1.37,1.52,1
26.58,35.65,-9.07,-6.93,0.11,0.14,1.18,1.59,20.14,37.75,-17.61,-11.39,0.1,0.18,0.89,1.67,1
31.17,34.97,-3.8,-4.2,0.12,0.13,1.36,1.53,28.55,36.71,-8.16,-0.84,0.1,0.13,1.25,1.61,1
20.12,44.9,-24.78,-2.22,0.09,0.19,0.88,1.96,36.37,31.4,4.97,8.03,0.16,0.14,1.6,1.38,3
42.88,22.42,20.46,10.54,0.16,0.08,1.91,1,39.78,33.73,6.05,0.95,0.13,0.11,1.75,1.49,1
40.1,24.45,15.65,6.35,0.13,0.08,1.78,1.09,46.79,36.38,10.41,1.59,0.13,0.1,2.05,1.59,2
29.86,39.52,-9.66,-3.34,0.1,0.13,1.25,1.66,44.34,23.8,20.54,11.46,0.16,0.08,1.89,1.01,1
20.31,39.2,-18.89,-11.11,0.1,0.19,0.86,1.66,41.24,25.86,15.38,6.62,0.13,0.08,1.75,1.1,3
41.16,35.19,5.97,0.03,0.13,0.11,1.73,1.48,33.98,36.28,-2.3,-1.7,0.12,0.13,1.42,1.52,1
38.28,31.76,6.52,9.48,0.16,0.13,1.62,1.34,48.2,37.52,10.68,1.32,0.13,0.1,2.02,1.57,1
30.35,33.65,-3.3,-6.7,0.11,0.12,1.27,1.41,28.03,35.82,-7.79,-7.21,0.11,0.13,1.19,1.53,3
31.37,36.22,-4.85,6.85,0.12,0.14,1.32,1.53,24.76,40.1,-15.34,5.34,0.08,0.13,1.04,1.69,1
38.73,30.72,8.01,8.99,0.14,0.11,1.64,1.3,54.05,18.14,35.91,-10.91,0.14,0.05,2.29,0.77,3
23.06,39.08,-16.02,-15.98,0.09,0.16,0.98,1.66,20.48,46.81,-26.33,-3.67,0.08,0.19,0.86,1.96,1
